Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ghana,GHA,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,,,53.55,,,67.55,,,,80.97,,
Ghana,GHA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.54,,,36.42,,,48.46,,,,65.22,,
Ghana,GHA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4050211756916,,,,87.7619010764716,,,,,,,
Ghana,GHA,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.704004567012116,,,,,,,96.4050211756916,,,,87.7619010764716,,,,,,,
Ghana,GHA,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.79537,67.9238,62.47613,66.49101,65.83247,,70.60912,72.72937,78.03132,83.63321,84.10467,,92.02687,91.21756,,,,,85.74174,85.00771,86.69982,,,,
Ghana,GHA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.59298,66.8352,61.85713,65.97402,65.67614,,70.09134,73.15025,78.23841,83.90655,84.33859,,92.20594,,,,,,86.32792,85.63721,87.17354,,,,
Ghana,GHA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.94816,68.96736,63.06971,66.98685,65.98241,,71.10572,72.3256,77.8326,83.37091,83.88026,,91.85506,,,,,,85.17894,84.40342,86.24524,,,,
Ghana,GHA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.168909700322473,9.80747893048563,-2.7706255244750793,3.8100939305634256,9.244763795012886,10.949466755397935,14.156400869868108,-4.461124830837477,1.7055319786818472,6.649396206118325,3.728116697007607,9.466995651606029,6.947589956991678,6.363718875403322,-3.443535622494224,,
Ghana,GHA,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24419100936.772995,26169684232.56085,28736270499.843876,27940096054.593,29004639958.562637,31686050412.325676,35155503968.32191,40132258037.89995,38341907909.395424,38995841410.0269,41588829409.289154,43139309502.58688,47223306057.32964,50504187726.32812,53718132253.53759,51868329233.64847,,
Ghana,GHA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,,2143474165.74262,1867529942.24124,2159680104.26437,2548803452.39239,2414696403.26836,2377983738.24104,2729023613.88357,3202928032.11397,3508248840.52522,3788845487.2465,3677052338.69359,3485739594.66962,3507655583.17085,3769059178.4297,3825067193.0898,4831520093.03942,4236057303.43537,4340735043.16395,4405818028.07362,4879299249.12748,5521198870.12479,5305106325.13253,4792090932.51418,4167887014.90554,4941339500.71965,5269589626.61257,5302714338.42004,5778140943.2257,6272463494.6059,3743322635.1443,4086194304.65943,4693884175.25109,5607172374.45377,6809152134.34498,8463661516.40813,17076970524.8496,20535053279.006,23787964192.9837,21343494882.6188,26184963835.497,29976365277.5668,30922113345.812,50641289397.1637,41988434252.1085,38995841410.0269,44848951918.4748,47030490370.3145,53349589399.23,54482879880.0294,59064018705.7674,59884261177.4651,,
Ghana,GHA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41272419298933,7.01889082601781,-5.20489023753268,1.2773961215031306,6.613387257447783,8.252762348965277,11.390848370714023,-6.733891811854747,-0.6708583239581856,4.183414924509421,1.4355639721051574,7.1678499625484875,4.736700771977382,4.188508771812309,-5.362811529329974,,
Ghana,GHA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.1686481922743,1103.818584891753,1181.2944062826,1119.8093290534773,1134.1137299910367,1209.1170628952295,1308.902620616762,1457.9977334515197,1359.8177434615998,1350.6952929389274,1407.200481408381,1427.4017445347697,1529.7157599458217,1602.1738181562357,1669.2810090693897,1579.7606146581004,,
Ghana,GHA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,235.31703528608244,199.39563455388625,224.09836638852252,256.9622793225381,236.50659669647973,226.28055767034868,252.092247217455,286.9176781374181,304.64986555501264,319.3229611292088,301.0778991082907,276.9762607945871,270.1494295745206,282.485505020893,280.19508216748955,345.8080489549805,296.00443465632367,295.85813831397394,292.69779379217346,315.87395189089233,348.48417181593544,326.6379734944311,287.9233718091585,244.58205057713303,283.3519813675843,295.31420496920646,290.2727571441731,308.7486560423866,327.08618947799454,190.3497116495831,202.33114927389448,226.12055400089056,262.88326937284035,310.8287284939984,376.2137152011457,739.3080478973734,866.1538767405705,977.8787765160793,855.4245711060368,1023.8612528058276,1143.8766987060988,1151.2858763114994,1839.7889570629,1489.1438905729774,1350.6952929389274,1517.5100532221925,1556.1538831975747,1728.1659101030652,1728.3921910505044,1835.4034403041592,1823.9029219527465,,
Ghana,GHA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.58274442252544,-0.295056372526511,-6.64888661831335,-2.96844596153396,-0.479490498459366,-2.01481743321334,-2.04089618350197,-9.11671919702909,-1.33190207064851,-5.24644160221648,-4.48668370565029,3.14347674592202,0.345835227133681,1.08689277098812,6.96417668395359,4.04526991213825,5.28386131277051,-6.59865292121464,-8.15961596313803,-2.98226895492248,-8.67824981037558,-10.1047524483796,-8.68590166944275,3.5629332816197,3.40955189880886,6.36166323453558,5.95114424495493,2.78809823977692,8.03844541943396,5.54828569417505,14.5722836672982,4.45094717226065,,
Ghana,GHA,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149199088.808547,-19104531.300626,-419391988.58663,-173771179.992595,-25573791.2498329,-127578424.716705,-138603151.583078,-616063145.528619,-97616802.2003505,-396392396.012842,-216978765.913257,163675418.761159,20877691.6497518,81163002.942482,604712615.593522,429346035.988421,1073308814.14602,-1629027722.79204,-2330553512.49558,-774012873.5497,-2747805045.82489,-3851355976.08809,-3402698161.75769,2175976012.20947,1770243425.64713,3048578345.04022,3211331529.87311,1601252145.958,5166327886.8418,3635642187.91704,10313771002.3188,3366578222.8497,,
Ghana,GHA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.51225657702025,-2.10737763076547,-8.38445304061088,-4.62612491189839,-2.0849241608679,-3.59235472746891,-3.5972073121838,-10.665188616198,-2.85414226030188,-6.76080988082936,-6.00937394203555,1.65371071651706,-1.11199859053832,-0.342839724412032,5.58632181472864,2.73274857260179,4.03095794133048,-7.81967788043424,-9.27090682343113,-4.05542044560938,-9.70370084866528,-11.0493958605561,-9.59861063789927,2.69847736222808,2.50233233022764,5.44722387303976,5.02701257760961,1.91738817569761,7.23971322451705,4.80188375574988,13.8782453711843,3.77545889554033,,
Ghana,GHA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-260662481.308743,-136450067.370026,-528866355.492917,-270810786.233181,-111200149.811284,-227468230.91716,-244296733.168881,-720701110.185789,-209183728.004786,-510809769.905196,-290616996.293295,86105868.0923543,-67130129.8038203,-25601330.9721034,485070874.769067,290041157.322778,818807010.968532,-1930465536.31831,-2647960952.93893,-1052536736.29175,-3072494885.23121,-4211400229.45736,-3760251499.03673,1648030301.32219,1299213940.08324,2610369038.36477,2712655470.45544,1101188576.20166,4652980815.68532,3146545099.90469,9822554099.30029,2855656831.47271,,
Ghana,GHA,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.585242748236642,0.506445128027035,0.654112944249587,0.764104523657295,0.94997328176809,0.895691910483919,0.958606969254276,1.0535129010733,1.42481915981454,1.54592503248936,2.20310798706882,2.31458554869293,2.48033378035848,2.00915034690949,1.69726893915312,1.54325972923841,1.0274101544965,0.951379207694817,0.813719006088807,1.06516456859149,1.00997778086463,0.919559114238409,1.15873365090504,0.827287167757885,0.978602767037306,1.14503880699806,1.06946211415059,1.10821164199181,1.13872146694741,1.24712833447654,1.20306269414667,1.26816946014192,,
Ghana,GHA,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33808101.1838317,32791688.9833405,41259498.6495167,44730254.9664719,50667152.9027485,56715293.9454115,65101766.6367337,71191232.0280417,104426814.223033,116801629.398829,106543648.62088,120516482.087009,149735017.696074,150031980.955999,147377067.834278,163794372.598203,208697448.568349,234869620.015943,232414821.529831,276450950.937206,319790522.636584,350483548.021633,453933398.506263,505245787.65941,508091727.617664,548715073.80252,577098666.376311,636464757.445923,731858980.57016,817209609.687154,851487207.643824,959209696.759534,,
Ghana,GHA,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,7.280941859189,7.3821467048,7.04274496539664,6.85156953853332,6.80220730386851,7.99562773140448,7.73405722287049,6.87618092996714,6.1820065475773,6.18412814269593,6.49716166877153,6.16712990601223,5.17185557199376,6.05463002262206,8.14937782577772,9.42771527466346,8.96875352001751,8.63484940238184,8.61062573371155,8.70398572220047,8.83991844821874,8.72329510665086,8.65844557621353,9.05921984198916,8.96237521482139,9.24679660650087,9.0899833892467,9.3110219753236,9.31990405537251,9.36291023254266,9.39457853757181,9.33057201451139,9.36814939984932,9.33355535021957,9.2512121064337,8.91167394243879,8.90992147039058,8.73572038713631,8.27734149841047,7.85687209407114,8.33076499701691,8.48415343634767,8.8146922950086,8.38200397463113,8.47284610415657,8.73574206418068,8.67914812493071,8.88399075928567,8.88571564947168,8.88328955988037,9.38238077823953,10.005324156181,,
Ghana,GHA,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,158062356.915318,175151243.394811,146860924.522763,167670451.735234,195574022.419922,222899387.980271,212293316.482013,218525029.954356,225896776.776917,247743925.579826,287587021.168549,259607469.624513,208192539.005945,243463929.126946,355679409.147214,417173492.568227,502364801.797263,426281955.830347,436271833.842842,446854001.066192,510661359.332822,564822454.03676,546148989.557964,530321704.404986,478011375.789424,585508009.453599,617327013.38368,629193173.798007,683067659.964343,707410222.418712,454327559.304084,485826810.628547,565544858.225963,696977108.114345,803300221.142015,945843408.30423,1809869086.53452,2156611487.08896,2364178337.60734,2039158854.73936,2637780496.59459,3233675956.5412,3453151832.72271,5119107808.48256,4399111835.67642,4186262790.54559,4683405556.78132,5102226695.25282,5710870467.99214,5820980402.16116,6640532740.96481,7567761447.87247,,
Ghana,GHA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,3.7855915,3.8,4.0,4.1889415,3.5,4.2,4.6,4.6,3.1565349,2.1,2.6,1.7,1.8,1.6381256,1.4,2.5,3.3,3.2,3.0,3.1,2.8,2.8481954,2.8481954,2.8481954,2.8481954,2.8481954,2.8481954,2.8481954,2.8481954,3.71546360000004,4.58273180000006,5.45,5.91666666666679,6.3833333333335,6.85,6.4,4.34,4.39,5.01,4.77,4.68,8.16,7.99,5.84,4.24426964934861,4.24426964934861,4.24426964934861,4.24426964934861,4.24426964934861,4.24426964934861,4.24426964934861,4.24426964934861,,
Ghana,GHA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,82181608.6957799,90160051.2040098,83411184.2722344,102511068.397887,100630434.782609,117086170.212766,126266101.694915,146188000.0,115342980.342408,84128632.4786326,115085062.240664,71562088.8626692,72458823.5294117,65870993.5188935,61102968.0365297,110624228.780371,184842168.115211,157976380.952381,152000045.293383,159150927.806783,161749434.059544,184417091.90575,179655692.939506,166731778.823328,151909484.822684,180347994.03033,193429171.927326,192467068.391878,208747875.025356,280720082.36598,221623710.453049,283772111.05682,357182648.178537,476671219.043236,594798438.465814,679266078.656653,881582611.211889,1083771458.8784,1430958656.67585,1237997465.23132,1481834228.72727,3110127133.28949,3130078988.58567,3566639874.18996,2203629880.53,2033900265.77856,2290275010.1867,2437556104.40313,2727802143.89389,2781155593.74813,3003950941.0394,3210252833.92472,,
Ghana,GHA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342457458791205,0.24634171817329,0.261164477945799,0.180681072312673,0.0764051381454326,0.168677300859367,0.177943221107263,0.111920598990497,0.0359864392152894,0.0010844813174027,0.0009321300165909,0.0008394196736625,0.0019070368125044,0.0013233685651761,0.057868362197013,0.0908352301317849,0.0727641678025645,0.191085608486278,0.319056057797477,0.249830497656842,0.107421956058388,0.202045327343365,0.817682441211156,0.558497541214204,0.517287395156176,0.430091347276125,0.546173546731835,0.614659667132838,0.387616897452105,0.36134978385364,0.431696994069023,0.228270195332522,0.199727156758191,3.15023103935671,2.3032730238887,1.81718227347328,1.81394599340991,0.735210009194703,0.56045677649957,1.59956938903345,2.55545415049544,2.69534311635568,1.4694369210254,2.6087935046989,,
Ghana,GHA,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251374.21852884,9868758.03445506,11560050.0767087,7605832.32508343,3075681.34534457,6782716.41178907,7766327.82259588,4952451.97918433,2015700.43857587,53538.2605417996,47227.9349137164,43094.9741556951,110165.044697613,85686.4603844499,3650164.13894168,5317443.98565452,3880902.00708804,12099558.2601409,21668017.9520559,16882319.0567952,7873092.22473133,15265438.4592788,39543622.5601335,29080004.8239262,31228070.1416208,32116788.5335853,47425280.6901359,65237103.4065197,78736478.4805709,89207421.961835,123301507.130542,59244847.6330229,63239858.3954413,1200688606.8179,902306194.874869,1109800471.78784,941802930.301389,352320647.990324,302431338.146425,918659852.173452,1642396427.71374,1766185752.65914,1040017903.28985,1973222116.75909,,
Ghana,GHA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,14.5525916794286,8.83308589316245,11.5241124313621,5.42079678605238,8.28444020253961,6.35102882587298,5.72084426910116,5.56941061860692,4.29513924182283,6.81955229401676,8.17829476366679,7.08968292985199,7.78259455645828,10.2219561884923,11.6670828023008,10.7382899840138,12.092066575064,7.05182287755409,13.0865758934094,19.4773536589264,17.995213168883,18.4761473076185,10.6171656979695,18.4066762573353,9.56498677743293,15.7293225127546,21.5304455991013,19.1561507193855,21.6243702883401,23.3938017561014,19.4444714482516,17.9019498458199,6.78201216421352,4.35888718374445,11.0764828185353,4.95311811628237,4.00620801316287,5.54946111957364,15.6304022138446,19.272664901697,21.8873183159631,19.6635906045803,17.7626090467593,21.924661614365,19.4058381606477,28.079773118334,22.3019701606234,,
Ghana,GHA,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,0.0071672011559834,0.006242803843826,0.0074468195483152,0.0060411344433934,0.274511966297036,0.0358922906709028,0.0099443246210421,0.0112590247530548,0.011593296483011,0.558259530566014,2.20931482799259,1.31879287908014,0.851474015609312,0.994658887695114,0.662295301740766,0.476541354323905,0.423964757708214,0.822710674478965,0.751828267271484,0.513437652278854,0.501122592583027,1.27569471568965,1.13998971889667,1.90947915389586,3.04400489878985,0.90675155200071,2.00614235715454,1.36348772911112,1.32738074443482,1.01432879015016,2.35267170227585,2.04512626962398,2.2928087747233,0.944846306107927,0.707191324070676,1.25010325262333,1.59394470660619,1.43681930172462,1.40315111553086,2.04237414234301,2.89905732452738,4.03843331619327,3.39297775263394,2.33285715935219,2.86342338470308,2.11253146366829,1.00786677797303,1.41268329737378,1.56255028866878,1.64506446730706,1.93832674952802,4.35977141917681,,
Ghana,GHA,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,155593.153895493,148118.819530513,155287.009396651,147837.621061917,7892645.29185702,1000593.06067129,272963.283453861,357811.80665208,423630.78841411,22364576.6069915,97791974.8033651,55515043.0612871,34276003.0205082,39996425.881431,28905863.3235784,21086807.9216142,23747443.9452202,40615267.1640872,38092643.5593705,26359380.2358438,28948677.0516985,82599638.2225104,71907160.1942389,111779850.48186,162353052.031785,57415591.4609007,136242918.906736,92137809.7901278,97285428.4331555,76637128.5449105,113776641.289865,106486201.634671,138414339.705234,70555776.5860501,61406758.4312131,132680114.73834,323777404.741302,354711560.540943,400768709.659334,530074216.200133,917932131.309225,1539220714.78835,1329197543.46159,1424736535.16011,1486692847.63952,1012348097.64737,543860849.072884,811327997.416539,1004254766.90127,1077966440.24008,1371882312.93933,3297615304.86744,,
Ghana,GHA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,,,,,,,,,,,2.276269400228736,3.3994836860484052,4.8967542584335835,4.548547538392416,5.386756581808193,5.633623816819812,7.251458658340795,6.165029348816762,6.243753447152224,7.90529791159804,6.482303961478353,8.236464287650355,6.714555626186981,5.493395686517549,4.129485637354942,4.773784399726844,5.558757963017897,5.716997627472325,5.477878780595396,6.695873210083871,6.0055781129125965,7.236346375404313,9.079892889296934,12.892691060796372,12.715737485111587,13.316648532619416,12.217545418601762,11.842050512796808,7.618056714617415,13.201051493764306,12.191811289974844,12.878498978710676,15.578105153556352,12.331144026561011,11.344267864436066,7.020756908162325,8.083565490597021,8.437442642383203,9.90671511079512,8.970625148776431,12.86724791095639,12.25193684310276,8.69817778983593,10.65593378104291,9.889143859597404,8.20810576989278,9.22657805505346,8.106048727860589,7.97140422146429,7.166315627998189,10.8217990213884,,
Ghana,GHA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,2.79582784574457,2.27002659638491,3.39203686650009,4.89071312399019,4.27403557209538,5.35086429113729,5.62367949219877,7.24019963358774,6.11919030645463,5.43915219841292,5.43481860565965,4.98283001008554,7.30858513389561,5.5512194376325,4.65315716366952,3.54102368404054,4.31383320280334,4.73496280722153,4.96423723018425,4.96360170864288,6.19284358068834,4.72856002865777,6.03848829431063,7.07957850526929,9.77592199420396,11.6179003246246,10.9914501176674,10.6042271918338,10.4072478123036,6.40168259712389,10.0306973502773,9.58818747913666,10.0684028088312,14.2031675001723,11.0777791557585,9.4795049446799,5.03919530410403,6.28539640501876,6.60259453278332,7.63607077311959,5.87184066749086,5.67858355540641,6.55568606658012,4.54813835701046,5.97856440292992,7.04140238673441,6.63978221542018,6.21432536864623,3.98804428869637,3.63099663780155,3.75855195744477,3.85323409751269,,
Ghana,GHA,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,,,,,,,,,,60694776.4965515,53859398.4643494,70733453.0324629,119684704.970887,122885159.398941,149169573.137503,154365236.230778,230093544.355419,223601407.742665,217899255.37887,240564014.422715,209753955.276068,294206378.037013,223221186.213222,203086938.171892,156689205.656005,241629782.452593,233753840.071557,251521427.945035,254826392.643176,357746051.569863,306168351.155555,380889878.138793,414434598.65954,521402174.094611,735646514.417643,746461108.160249,716581636.278775,762760471.307784,483676079.061968,485090653.832283,499240404.066638,607818385.045604,1060612193.19826,961904488.10428,1006110336.15298,1023609897.37298,1551693219.01965,1885836288.06526,1981852465.71258,1859208223.65828,2164352548.32365,2568187135.51518,2777666372.8504,3104077791.80368,3374316753.89214,3582931466.99405,3568992544.90479,2563125498.47518,2379294306.06566,2660176337.11009,2914483928.51617,,
Ghana,GHA,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,6.5569639480241,1.09902867029195,4.64793150139491,-0.761209761524929,2.10031205984367,-0.146132842898546,-0.44628563691108,0.397555046613172,-1.75949078079925,-1.32982553176096,-1.24942051099668,-1.8790705901655,-0.852254845923556,1.61133045478073,2.96309708010037,1.89837153579507,3.36877146841312,-1.60662269865945,4.02735605142028,10.5149784441051,8.74841656238213,9.38616391837177,1.30614372264594,9.08677220196285,0.202076544890269,6.33474397518279,12.1998735845898,9.78800131953608,12.2908149381205,14.1425896496677,10.5327975058127,8.99202837542933,-1.95370822292281,-3.91845431466602,3.21961072446414,-3.37764688073453,-4.47794542318481,-3.26523117543494,7.24839823921351,10.7998187975405,13.1515762517824,10.9844424796497,8.87861828747359,13.0389459648934,10.5225486007673,18.6973923400944,12.2966460044424,,
